year,month,appendix_number,location_name,sector,commodity,error_number_prefix,error_empty_parens,error_unclosed_parens,error_leading_space,error_trailing_space,error_multiple_spaces
2010,8,PL1,1. Thu hoạch lúa hè thu miền Nam,Cultivation,Unknown,True,False,False,False,False,False
2011,8,PL1,1. Thu hoạch lúa hè thu miền Nam,Cultivation,Unknown,True,False,False,False,False,False
2010,8,PL1,2. Gieo cấy lúa mùa cả nước,Cultivation,Unknown,True,False,False,False,False,False
2011,8,PL1,2. Gieo cấy lúa mùa cả nước,Cultivation,Unknown,True,False,False,False,False,False
2010,9,PL1,1. Thu hoạch lúa hè thu ở miền Nam,Cultivation,Unknown,True,False,False,False,False,False
2011,9,PL1,1. Thu hoạch lúa hè thu ở miền Nam,Cultivation,Unknown,True,False,False,False,False,False
2010,9,PL1,2. Gieo trồng lúa thu đông ở vùng ĐBSCL,Cultivation,Unknown,True,False,False,False,False,False
2011,9,PL1,2. Gieo trồng lúa thu đông ở vùng ĐBSCL,Cultivation,Unknown,True,False,False,False,False,False
2010,9,PL1,3. Gieo cấy lúa mùa cả nước,Cultivation,Unknown,True,False,False,False,False,False
2011,9,PL1,3. Gieo cấy lúa mùa cả nước,Cultivation,Unknown,True,False,False,False,False,False
2010,10,PL1,1. Thu hoạch lúa mùa ở miền Bắc,Cultivation,Unknown,True,False,False,False,False,False
2011,10,PL1,1. Thu hoạch lúa mùa ở miền Bắc,Cultivation,Unknown,True,False,False,False,False,False
2010,10,PL1,2. Gieo cấy lúa mùa ở miền Nam,Cultivation,Unknown,True,False,False,False,False,False
2011,10,PL1,2. Gieo cấy lúa mùa ở miền Nam,Cultivation,Unknown,True,False,False,False,False,False
2010,10,PL1,3. Gieo cấy lúa đông xuân ở miền Nam,Cultivation,Lúa,True,False,False,False,False,False
2011,10,PL1,3. Gieo cấy lúa đông xuân ở miền Nam,Cultivation,Lúa,True,False,False,False,False,False
2010,10,PL1,4. Gieo trồng cây vụ đông ở miền Bắc,Cultivation,Unknown,True,False,False,False,False,False
2011,10,PL1,4. Gieo trồng cây vụ đông ở miền Bắc,Cultivation,Unknown,True,False,False,False,False,False
2010,11,PL1,"1. Thu hoạch lúa mùa cả nước      Chia ra:    -  Miền Bắc Trong đó : Đồng bằng sông Hồng                      -  Miền Nam Trong đó : Đồng bằng sông Cửu Long 2. Gieo cấy lúa đông xuân ở miền Nam      Trong đó: Đồng bằng sông Cửu Long 3. Gieo trồng cây vụ đông ở miền Bắc  Trong đó:     - Ngô                      - Khoai lang                      - Đậu tương                      - Rau, đậu các loại                      - Khoai tây",Cultivation,Lúa,True,False,False,False,False,True
2011,11,PL1,"1. Thu hoạch lúa mùa cả nước      Chia ra:    -  Miền Bắc Trong đó : Đồng bằng sông Hồng                      -  Miền Nam Trong đó : Đồng bằng sông Cửu Long 2. Gieo cấy lúa đông xuân ở miền Nam      Trong đó: Đồng bằng sông Cửu Long 3. Gieo trồng cây vụ đông ở miền Bắc  Trong đó:     - Ngô                      - Khoai lang                      - Đậu tương                      - Rau, đậu các loại                      - Khoai tây",Cultivation,Lúa,True,False,False,False,False,True
2011,11,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2011,11,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2011,11,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2011,11,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Ngô,False,False,False,False,False,True
2011,11,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Khoai lang,False,False,False,False,False,True
2011,11,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2011,11,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lạc,False,False,False,False,False,True
2011,11,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2011,11,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Rau,False,False,False,False,False,True
2011,11,PL3,Miền NamD.H Nam Trung Bộ  TP Đà Nẵng  Quảng Nam  Quảng Ngãi  Bình Định  Phú Yên  Khánh Hoà  Ninh Thuận  Bình ThuậnTây Nguyên  Kon Tum  Gia Lai  Đắc Lắc  Đắc Nông  Lâm ĐồngĐông Nam Bộ  Bình Phước  Tây Ninh  Bình Dương  Đồng Nai  Bà Rịa-V.Tàu  TP Hồ Chí MinhĐBS Cửu Long  Long An  Tiền Giang  Bến Tre  Trà Vinh  Vĩnh Long  Đồng Tháp  An Giang  Kiên Giang  Cần Thơ  Hậu Giang  Sóc Trăng  Bạc Liêu  Cà Mau,Cultivation,Lúa,False,False,False,False,False,True
2011,11,PL3,Miền NamD.H Nam Trung Bộ  TP Đà Nẵng  Quảng Nam  Quảng Ngãi  Bình Định  Phú Yên  Khánh Hoà  Ninh Thuận  Bình ThuậnTây Nguyên  Kon Tum  Gia Lai  Đắc Lắc  Đắc Nông  Lâm ĐồngĐông Nam Bộ  Bình Phước  Tây Ninh  Bình Dương  Đồng Nai  Bà Rịa-V.Tàu  TP Hồ Chí MinhĐBS Cửu Long  Long An  Tiền Giang  Bến Tre  Trà Vinh  Vĩnh Long  Đồng Tháp  An Giang  Kiên Giang  Cần Thơ  Hậu Giang  Sóc Trăng  Bạc Liêu  Cà Mau,Cultivation,Lúa,False,False,False,False,False,True
2011,11,PL3,Miền NamD.H Nam Trung Bộ  TP Đà Nẵng  Quảng Nam  Quảng Ngãi  Bình Định  Phú Yên  Khánh Hoà  Ninh Thuận  Bình ThuậnTây Nguyên  Kon Tum  Gia Lai  Đắc Lắc  Đắc Nông  Lâm ĐồngĐông Nam Bộ  Bình Phước  Tây Ninh  Bình Dương  Đồng Nai  Bà Rịa-V.Tàu  TP Hồ Chí MinhĐBS Cửu Long  Long An  Tiền Giang  Bến Tre  Trà Vinh  Vĩnh Long  Đồng Tháp  An Giang  Kiên Giang  Cần Thơ  Hậu Giang  Sóc Trăng  Bạc Liêu  Cà Mau,Cultivation,Lúa,False,False,False,False,False,True
2011,11,PL3,Miền NamD.H Nam Trung Bộ  TP Đà Nẵng  Quảng Nam  Quảng Ngãi  Bình Định  Phú Yên  Khánh Hoà  Ninh Thuận  Bình ThuậnTây Nguyên  Kon Tum  Gia Lai  Đắc Lắc  Đắc Nông  Lâm ĐồngĐông Nam Bộ  Bình Phước  Tây Ninh  Bình Dương  Đồng Nai  Bà Rịa-V.Tàu  TP Hồ Chí MinhĐBS Cửu Long  Long An  Tiền Giang  Bến Tre  Trà Vinh  Vĩnh Long  Đồng Tháp  An Giang  Kiên Giang  Cần Thơ  Hậu Giang  Sóc Trăng  Bạc Liêu  Cà Mau,Cultivation,Lúa,False,False,False,False,False,True
2010,12,PL1,1. Gieo cấy lúa đông xuân ở miền Nam,Cultivation,Lúa,True,False,False,False,False,False
2011,12,PL1,1. Gieo cấy lúa đông xuân ở miền Nam,Cultivation,Lúa,True,False,False,False,False,False
2010,12,PL1,2. Thu hoạch lúa mùa ở miền Nam,Cultivation,Unknown,True,False,False,False,False,False
2011,12,PL1,2. Thu hoạch lúa mùa ở miền Nam,Cultivation,Unknown,True,False,False,False,False,False
2010,12,PL1,3. Gieo trồng cây vụ đông ở miền Bắc,Cultivation,Unknown,True,False,False,False,False,False
2011,12,PL1,3. Gieo trồng cây vụ đông ở miền Bắc,Cultivation,Unknown,True,False,False,False,False,False
2011,1,PL1,1. Gieo cấy lúa đông xuân cả nước,Cultivation,Lúa,True,False,False,False,False,False
2012,1,PL1,1. Gieo cấy lúa đông xuân cả nước,Cultivation,Lúa,True,False,False,False,False,False
2011,1,PL1,2. Thu hoạch lúa mùa miền Nam,Cultivation,Unknown,True,False,False,False,False,False
2012,1,PL1,2. Thu hoạch lúa mùa miền Nam,Cultivation,Unknown,True,False,False,False,False,False
2011,1,PL1,3. Gieo trồng màu lương thực(),Cultivation,Màu lương thực,True,True,False,False,False,False
2012,1,PL1,3. Gieo trồng màu lương thực(),Cultivation,Màu lương thực,True,True,False,False,False,False
2011,1,PL1,4. G.trồng cây công nghiệp ngắn ngày(),Cultivation,Cây công nghiệp ngắn ngày,True,True,False,False,False,False
2012,1,PL1,4. G.trồng cây công nghiệp ngắn ngày(),Cultivation,Cây công nghiệp ngắn ngày,True,True,False,False,False,False
2011,1,PL1,"5. Gieo trồng rau, đậu các loại()",Cultivation,Rau đậu,True,True,False,False,False,False
2012,1,PL1,"5. Gieo trồng rau, đậu các loại()",Cultivation,Rau đậu,True,True,False,False,False,False
2011,2,PL1,1. Gieo cấy lúa đông xuân cả nước,Cultivation,Lúa,True,False,False,False,False,False
2012,2,PL1,1. Gieo cấy lúa đông xuân cả nước,Cultivation,Lúa,True,False,False,False,False,False
2011,2,PL1,2. Thu hoạch lúa đông xuân ở miền Nam,Cultivation,Lúa,True,False,False,False,False,False
2012,2,PL1,2. Thu hoạch lúa đông xuân ở miền Nam,Cultivation,Lúa,True,False,False,False,False,False
2011,2,PL1,3. Gieo trồng màu lương thực(),Cultivation,Màu lương thực,True,True,False,False,False,False
2012,2,PL1,3. Gieo trồng màu lương thực(),Cultivation,Màu lương thực,True,True,False,False,False,False
2011,2,PL1,4. Gieo trồng cây công nghiệp ngắn ngày(),Cultivation,Cây công nghiệp ngắn ngày,True,True,False,False,False,False
2012,2,PL1,4. Gieo trồng cây công nghiệp ngắn ngày(),Cultivation,Cây công nghiệp ngắn ngày,True,True,False,False,False,False
2011,2,PL1,"5. Gieo trồng rau, đậu các loại()",Cultivation,Rau đậu,True,True,False,False,False,False
2012,2,PL1,"5. Gieo trồng rau, đậu các loại()",Cultivation,Rau đậu,True,True,False,False,False,False
2011,3,PL1,1. Gieo cấy lúa đông xuân cả nước,Cultivation,Lúa,True,False,False,False,False,False
2012,3,PL1,1. Gieo cấy lúa đông xuân cả nước,Cultivation,Lúa,True,False,False,False,False,False
2011,3,PL1,2. Thu hoạch lúa đông xuân miền Nam,Cultivation,Lúa,True,False,False,False,False,False
2012,3,PL1,2. Thu hoạch lúa đông xuân miền Nam,Cultivation,Lúa,True,False,False,False,False,False
2011,3,PL1,3. Gieo cấy lúa hè thu ở ĐBSCL,Cultivation,Unknown,True,False,False,False,False,False
2012,3,PL1,3. Gieo cấy lúa hè thu ở ĐBSCL,Cultivation,Unknown,True,False,False,False,False,False
2011,3,PL1,4. Gieo trồng màu lương thực(*),Cultivation,Màu lương thực,True,False,False,False,False,False
2012,3,PL1,4. Gieo trồng màu lương thực(*),Cultivation,Màu lương thực,True,False,False,False,False,False
2011,3,PL1,5. Gieo trồng cây công nghiệp ngắn ngày(*),Cultivation,Cây công nghiệp ngắn ngày,True,False,False,False,False,False
2012,3,PL1,5. Gieo trồng cây công nghiệp ngắn ngày(*),Cultivation,Cây công nghiệp ngắn ngày,True,False,False,False,False,False
2011,3,PL1,"6. Gieo trồng rau, đậu các loại(*)",Cultivation,Rau đậu,True,False,False,False,False,False
2012,3,PL1,"6. Gieo trồng rau, đậu các loại(*)",Cultivation,Rau đậu,True,False,False,False,False,False
2012,3,PL2,ằ  Cao Bng,Cultivation,Lúa,False,False,False,False,False,True
2012,3,PL2,ằ  Cao Bng,Cultivation,Lúa,False,False,False,False,False,True
2012,3,PL2,ằ  Cao Bng,Cultivation,Ngô,False,False,False,False,False,True
2012,3,PL2,ằ  Cao Bng,Cultivation,Khoai lang,False,False,False,False,False,True
2012,3,PL2,ằ  Cao Bng,Cultivation,Lúa,False,False,False,False,False,True
2011,4,PL1,1. Gieo cấy lúa hè thu miền Nam,Cultivation,Unknown,True,False,False,False,False,False
2011,4,PL1,2. Thu hoạch lúa đông xuân miền Nam,Cultivation,Lúa,True,False,False,False,False,False
2012,4,PL1,2. Thu hoạch lúa đông xuân miền Nam,Cultivation,Lúa,True,False,False,False,False,False
2011,4,PL1,"3. Gieo trồng hoa màu, CCN ngắn ngày (*)",Cultivation,Unknown,True,False,False,False,False,False
2011,4,PL1,"4. Gieo trồng rau, đậu các loại",Cultivation,Rau đậu,True,False,False,False,False,False
2011,5,PL1,1. Gieo cấy lúa hè thu miền Nam,Cultivation,Unknown,True,False,False,False,False,False
2012,5,PL1,1. Gieo cấy lúa hè thu miền Nam,Cultivation,Unknown,True,False,False,False,False,False
2011,5,PL1,2. Thu hoạch lúa đông xuân ở miền Nam,Cultivation,Lúa,True,False,False,False,False,False
2012,5,PL1,2. Thu hoạch lúa đông xuân ở miền Nam,Cultivation,Lúa,True,False,False,False,False,False
2011,5,PL1,"4. Gieo trồng rau, đậu các loại",Cultivation,Rau đậu,True,False,False,False,False,False
2012,5,PL1,"4. Gieo trồng rau, đậu các loại",Cultivation,Rau đậu,True,False,False,False,False,False
2011,6,PL1,1. Thu hoạch lúa đông xuân miền Bắc,Cultivation,Lúa,True,False,False,False,False,False
2012,6,PL1,1. Thu hoạch lúa đông xuân miền Bắc,Cultivation,Lúa,True,False,False,False,False,False
2011,6,PL1,2. Gieo cấy lúa hè thu cả nước,Cultivation,Unknown,True,False,False,False,False,False
2012,6,PL1,2. Gieo cấy lúa hè thu cả nước,Cultivation,Unknown,True,False,False,False,False,False
2012,6,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2012,6,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2012,6,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2012,6,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2012,6,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Ngô,False,False,False,False,False,True
2012,6,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Khoai lang,False,False,False,False,False,True
2012,6,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Sắn,False,False,False,False,False,True
2012,6,PL2,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2012,6,PL3,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2012,6,PL3,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2012,6,PL3,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2012,6,PL3,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2012,6,PL3,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2012,6,PL3,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Lúa,False,False,False,False,False,True
2012,6,PL3,Miền BắcĐB sông Hồng  Hà Nội  Hải Phòng  Vĩnh Phúc  Bắc Ninh  Hải Dương  Hưng Yên  Hà Nam  Nam Định  Thái Bình  Ninh Bình  Quảng NinhTD và MN  Hà Giang  Cao Bằng  Lào Cai  Bắc Cạn  Lạng Sơn  Tuyên Quang  Yên Bái  Thái Nguyên  Phú Thọ  Bắc Giang  Lai Châu  Điện Biên  Sơn La  Hoà BìnhBắc Trung Bộ  Thanh Hoá  Nghệ An  Hà Tĩnh  Quảng Bình  Quảng Trị  Thừa Thiên Huế,Cultivation,Rau,False,False,False,False,False,True
2011,7,PL1,1. Thu hoạch lúa hè thu miền Nam,Cultivation,Unknown,True,False,False,False,False,False
2012,7,PL1,1. Thu hoạch lúa hè thu miền Nam,Cultivation,Unknown,True,False,False,False,False,False
2011,7,PL1,2. Gieo cấy lúa mùa cả nước,Cultivation,Unknown,True,False,False,False,False,False
2012,7,PL3,ằ  Cao Bng,Cultivation,Lúa,False,False,False,False,False,True
2012,7,PL3,ằ  Cao Bng,Cultivation,Lúa,False,False,False,False,False,True
2012,7,PL3,ằ  Cao Bng,Cultivation,Lúa,False,False,False,False,False,True
