year,month,location_name,sector,commodity,attribute,source_file,appendix_number,error_type,error_detail,impacted_value,record_id
2010,7,Cả nước,Cultivation,Lúa,Area_Planted,2010_07_phuluc_07_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1149.9), np.float64(487.6), np.float64(265.1)]",487.6,a9aa3ac0-7398-4eeb-8111-2c5ef4724b7b
2010,7,Cả nước,Cultivation,Lúa,Area_Planted,2010_07_phuluc_07_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1149.9), np.float64(487.6), np.float64(265.1)]",265.1,91d9458c-f1fb-4546-bd08-ac3ca61b7305
2010,7,Cả nước,Cultivation,Lúa,Area_Planted,2011_07_Phuluc_07_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1149.9), np.float64(487.6), np.float64(265.1)]",1149.9,21178960-5ebf-4005-a956-c90915f1ca22
2010,8,Cả nước,Cultivation,Lúa,Area_Planted,2010_08_Phuluc_T08_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1406.9), np.float64(245.0)]",1406.9,17cbe4d8-c903-4a66-95ff-2dbb605d1493
2010,8,Cả nước,Cultivation,Lúa,Area_Planted,2010_08_Phuluc_T08_2010_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1406.9), np.float64(245.0)]",245.0,07d48842-de5d-4620-a7a1-f67f3a282a0b
2010,9,Cả nước,Forestry,Rừng tập trung,Area_Planted,2010_09_phuluc_T09_2010_PL7.md,PL7,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(182613.0), np.float64(151676.0)]",182613.0,54b734d1-cc08-4983-994e-08c247d19d15
2010,9,Cả nước,Forestry,Rừng tập trung,Area_Planted,2010_09_phuluc_T09_2010_PL7.md,PL7,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(182613.0), np.float64(151676.0)]",151676.0,bf978482-0a92-49d4-b730-53b838fa6093
2010,9,Cả nước,Forestry,Rừng tập trung,Area_Planted,2010_09_phuluc_T09_2010_PL7.md,PL7,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(182613.0), np.float64(151676.0)]",151676.0,52e42d1c-daea-498b-9686-01671d672c68
2011,1,Miền Bắc,Cultivation,Lúa,Area_Planted,2011_01_Phuluc_01_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(86.6), np.float64(86.558)]",86.6,14637331-3129-49be-be6f-7ca3ccd3dcc6
2011,1,Miền Bắc,Cultivation,Lúa,Area_Planted,2011_01_Phuluc_01_2011_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(86.6), np.float64(86.558)]",86.558,171a30a8-e7ea-4c0a-9603-557de6171642
2011,1,Miền Nam,Cultivation,Lúa,Area_Planted,2011_01_Phuluc_01_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1861.0), np.float64(1861.021)]",1861.0,42780e3a-fa65-4f14-9860-a9aedb857729
2011,1,Miền Nam,Cultivation,Lúa,Area_Planted,2011_01_Phuluc_01_2011_PL4.md,PL4,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1861.0), np.float64(1861.021)]",1861.021,1f711c0a-b7e4-4fef-a89c-35a663c345c6
2011,1,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2011_01_Phuluc_01_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1535.4), np.float64(208.1), np.float64(1535.398)]",1535.4,2cbe66d2-fc90-4499-aa9b-8d349c8a8c19
2011,1,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2011_01_Phuluc_01_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1535.4), np.float64(208.1), np.float64(1535.398)]",208.1,183a2088-6683-4433-a6e1-377c7800aab6
2011,1,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2011_01_Phuluc_01_2011_PL4.md,PL4,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1535.4), np.float64(208.1), np.float64(1535.398)]",1535.398,7cb13819-443f-44c7-99ff-7ba9f6e2c856
2011,2,Bắc Trung Bộ,Cultivation,Lúa,Area_Planted,2011_02_Phuluc_02_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(298.6), np.float64(298.639)]",298.6,ba28e416-db6c-4d7b-b842-f4725472f062
2011,2,Bắc Trung Bộ,Cultivation,Lúa,Area_Planted,2011_02_Phuluc_02_2011_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(298.6), np.float64(298.639)]",298.639,0fc3583c-b4f4-45d4-a4a3-982cf53bcc06
2011,2,Miền Bắc,Cultivation,Lúa,Area_Planted,2011_02_Phuluc_02_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(673.9), np.float64(673.92)]",673.9,4d1902d4-3c04-437b-a636-39ed20a46abb
2011,2,Miền Bắc,Cultivation,Lúa,Area_Planted,2011_02_Phuluc_02_2011_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(673.9), np.float64(673.92)]",673.92,5e49441c-199e-4621-8899-54aec7c4b899
2011,2,Miền Nam,Cultivation,Lúa,Area_Planted,2011_02_Phuluc_02_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1906.8), np.float64(1906.829)]",1906.8,8f4ad37c-ef39-420d-a993-ed88b3108152
2011,2,Miền Nam,Cultivation,Lúa,Area_Planted,2011_02_Phuluc_02_2011_PL3.md,PL3,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1906.8), np.float64(1906.829)]",1906.829,17993fd4-16a0-4d98-8cd7-a9dc5ebebdc7
2011,2,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2011_02_Phuluc_02_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1566.4), np.float64(367.4), np.float64(1566.415)]",1566.4,852b3e96-c7db-4607-86a5-d7e4fc22cee5
2011,2,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2011_02_Phuluc_02_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1566.4), np.float64(367.4), np.float64(1566.415)]",367.4,7aabd0e5-764f-4ba9-a302-db5b75f69d4b
2011,2,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2011_02_Phuluc_02_2011_PL3.md,PL3,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1566.4), np.float64(367.4), np.float64(1566.415)]",1566.415,2c2d7571-729f-4076-b008-a6979ebe4f91
2011,2,Đồng bằng sông Hồng,Cultivation,Lúa,Area_Planted,2011_02_Phuluc_02_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(299.8), np.float64(299.838)]",299.8,fac83230-5ccc-46f0-8ec6-880cdfd80d2e
2011,2,Đồng bằng sông Hồng,Cultivation,Lúa,Area_Planted,2011_02_Phuluc_02_2011_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(299.8), np.float64(299.838)]",299.838,b2852fd2-2fa0-4959-aaa7-a083f02e7674
2011,3,Bắc Trung Bộ,Cultivation,Lúa,Area_Planted,2011_03_Phuluc_03_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(340.2), np.float64(340.216)]",340.2,2d2049f2-de52-4584-8d45-3e2489d01390
2011,3,Bắc Trung Bộ,Cultivation,Lúa,Area_Planted,2011_03_Phuluc_03_2011_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(340.2), np.float64(340.216)]",340.216,8b7a261f-4cf6-4517-8d06-f3d86c77bad6
2011,3,Miền Bắc,Cultivation,Lúa,Area_Planted,2011_03_Phuluc_03_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1094.8), np.float64(1094.767)]",1094.8,cb284aa1-fc7a-459a-80f4-68db20eb5b0a
2011,3,Miền Bắc,Cultivation,Lúa,Area_Planted,2011_03_Phuluc_03_2011_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1094.8), np.float64(1094.767)]",1094.767,68ded723-aa9e-47aa-a7b1-233efa82d96c
2011,3,Miền Nam,Cultivation,Lúa,Area_Planted,2011_03_Phuluc_03_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1978.3), np.float64(1978.295)]",1978.3,833c4cb9-f29a-4a88-95c1-e57a556174d9
2011,3,Miền Nam,Cultivation,Lúa,Area_Planted,2011_03_Phuluc_03_2011_PL4.md,PL4,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1978.3), np.float64(1978.295)]",1978.295,242cd87f-4755-4ee5-b0b6-6dd050150432
2011,3,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2011_03_Phuluc_03_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(197.5), np.float64(197.527)]",197.5,1b160e37-6abc-401a-9061-fc0cfd321fea
2011,3,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2011_03_Phuluc_03_2011_PL4.md,PL4,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(197.5), np.float64(197.527)]",197.527,16b515ea-3385-47b1-a3c2-bd208bf76cfe
2011,3,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2011_03_Phuluc_03_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1607.7), np.float64(991.8), np.float64(1607.736)]",1607.7,0b727024-21ea-4f18-960b-18156a902c06
2011,3,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2011_03_Phuluc_03_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1607.7), np.float64(991.8), np.float64(1607.736)]",991.8,e06670b0-3d13-454f-8787-31a682e69ad9
2011,3,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2011_03_Phuluc_03_2011_PL4.md,PL4,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1607.7), np.float64(991.8), np.float64(1607.736)]",1607.736,74a1a798-308f-4db4-956a-84eaac59df83
2011,3,Đồng bằng sông Hồng,Cultivation,Lúa,Area_Planted,2011_03_Phuluc_03_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(554.0), np.float64(554.032)]",554.0,f8484fef-b49d-4feb-9bde-e91211af5ccb
2011,3,Đồng bằng sông Hồng,Cultivation,Lúa,Area_Planted,2011_03_Phuluc_03_2011_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(554.0), np.float64(554.032)]",554.032,0c0b4d15-953c-4d26-aab4-ffa8f5c33c28
2011,4,Quảng Nam,Fishery,Sản lượng khai thác,Production,2011_04_Phuluc_04_2011_f_PL11.md,PL11,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(154.0), np.float64(15.4)]",154.0,ef8c0711-fccb-4a28-b5c8-992c631253ba
2011,4,Quảng Nam,Fishery,Sản lượng khai thác,Production,2011_04_Phuluc_04_2011_f_PL11.md,PL11,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(154.0), np.float64(15.4)]",15.4,0bb48053-44ff-4eed-be76-ffca11683f73
2011,4,Quảng Nam,Fishery,Sản lượng khai thác,Production,2011_04_Phuluc_04_2011_f_PL11.md,PL11,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(4.2), np.float64(0.42)]",4.2,f4e6338d-eb28-4e39-a391-e34ed123a7ae
2011,4,Quảng Nam,Fishery,Sản lượng khai thác,Production,2011_04_Phuluc_04_2011_f_PL11.md,PL11,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(4.2), np.float64(0.42)]",0.42,9d238489-f8c5-447a-b6a8-bcaaa5852534
2011,4,Quảng Nam,Fishery,Sản lượng khai thác,Production,2011_04_Phuluc_04_2011_f_PL11.md,PL11,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(158.2), np.float64(15.82)]",158.2,e220fe8c-d03a-4ce9-9637-1d8123bbfa97
2011,4,Quảng Nam,Fishery,Sản lượng khai thác,Production,2011_04_Phuluc_04_2011_f_PL11.md,PL11,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(158.2), np.float64(15.82)]",15.82,74724224-63ee-402c-8057-e25b28a877ed
2011,4,Quảng Nam,Fishery,Sản lượng nuôi trồng,Production,2011_04_Phuluc_04_2011_f_PL11.md,PL11,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(4.0), np.float64(0.4)]",4.0,ff488089-7dfb-4644-a199-c98da1e443f7
2011,4,Quảng Nam,Fishery,Sản lượng nuôi trồng,Production,2011_04_Phuluc_04_2011_f_PL11.md,PL11,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(4.0), np.float64(0.4)]",0.4,9abd8070-6706-4210-b2d0-6a88e3792d75
2011,4,Quảng Nam,Fishery,Sản lượng nuôi trồng,Production,2011_04_Phuluc_04_2011_f_PL11.md,PL11,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(2.5), np.float64(0.25)]",2.5,2a2a73a3-6fb9-4b54-9561-e7f63af24829
2011,4,Quảng Nam,Fishery,Sản lượng nuôi trồng,Production,2011_04_Phuluc_04_2011_f_PL11.md,PL11,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(2.5), np.float64(0.25)]",0.25,4038fcd0-f8ba-452c-8ef3-a6bbd8726fd9
2011,4,Quảng Nam,Fishery,Sản lượng nuôi trồng,Production,2011_04_Phuluc_04_2011_f_PL11.md,PL11,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(6.5), np.float64(0.65)]",6.5,a23e38e2-ed10-4e1e-8de1-2ef6a153b029
2011,4,Quảng Nam,Fishery,Sản lượng nuôi trồng,Production,2011_04_Phuluc_04_2011_f_PL11.md,PL11,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(6.5), np.float64(0.65)]",0.65,7d7ed209-8b60-454d-9961-2ff22fa3800c
2011,4,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2011_04_Phuluc_04_2011_f_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(645.4), np.float64(1459.9)]",645.4,2c9d44ef-60a2-4a9b-9ead-6f2ac0448727
2011,4,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2011_04_Phuluc_04_2011_f_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(645.4), np.float64(1459.9)]",1459.9,88924fcb-4589-480f-ab3d-dfbc003e1275
2011,6,Bắc Trung Bộ,Cultivation,Lúa,Area_Planted,2011_06_Phuluc_06_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(215.7), np.float64(342.934)]",215.7,e255bd3f-37b2-48cf-9d4e-d1b29f056ba6
2011,6,Bắc Trung Bộ,Cultivation,Lúa,Area_Planted,2011_06_Phuluc_06_2011_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(215.7), np.float64(342.934)]",342.934,73220a1b-8395-4e9a-a9ed-4b93f380ffce
2011,6,Cả nước,Cultivation,Lúa,Area_Planted,2011_06_Phuluc_06_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(80.0), np.float64(1937.8)]",80.0,fe59b0f7-a0dc-47c6-8818-3c2bdfd69800
2011,6,Cả nước,Cultivation,Lúa,Area_Planted,2011_06_Phuluc_06_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(80.0), np.float64(1937.8)]",1937.8,14f1f905-e163-427d-9a8a-3caeebdb9f86
2011,6,Miền Bắc,Cultivation,Lúa,Area_Harvested,2011_06_Phuluc_06_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(480.8), np.float64(480.838)]",480.8,d334adce-a3cc-471c-b525-eeba6da05f63
2011,6,Miền Bắc,Cultivation,Lúa,Area_Harvested,2011_06_Phuluc_06_2011_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(480.8), np.float64(480.838)]",480.838,7370649a-6469-4771-aa30-c147cbf4da74
2011,6,Đông Nam Bộ,Cultivation,Lúa,Area_Planted,2011_06_Phuluc_06_2011_PL4.md,PL4,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1.216), np.float64(136.296)]",1.216,9bcaa4ca-bcbb-46b7-9e7d-3a3c1d4d54e0
2011,6,Đông Nam Bộ,Cultivation,Lúa,Area_Planted,2011_06_Phuluc_06_2011_PL4.md,PL4,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1.216), np.float64(136.296)]",136.296,ce76aa92-0533-4c61-82f5-97fee85cbd6a
2011,6,Đồng bằng sông Hồng,Cultivation,Lúa,Area_Planted,2011_06_Phuluc_06_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(207.0), np.float64(563.43)]",207.0,92a17d99-9ce2-457c-86fd-b3e3e72fc9a4
2011,6,Đồng bằng sông Hồng,Cultivation,Lúa,Area_Planted,2011_06_Phuluc_06_2011_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(207.0), np.float64(563.43)]",563.43,9d7c53d6-6ba4-4e59-9e8b-0ffe3a21e290
2011,7,Miền Bắc,Cultivation,Lúa,Area_Planted,2011_07_Phuluc_07_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(832.6), np.float64(832.602)]",832.6,dc17f408-f9a8-4720-9e09-287cc6b258c4
2011,7,Miền Bắc,Cultivation,Lúa,Area_Planted,2011_07_Phuluc_07_2011_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(832.6), np.float64(832.602)]",832.602,b83d5fcd-f645-4f05-8629-896d642d79c4
2011,7,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Harvested,2011_07_Phuluc_07_2011_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(710.2), np.float64(710.227)]",710.2,54fe2d87-8ef3-422c-a401-57cd14a08d9b
2011,7,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Harvested,2011_07_Phuluc_07_2011_PL4.md,PL4,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(710.2), np.float64(710.227)]",710.227,885b416f-4d56-41d9-8fe2-2f33a7748db0
2011,8,Miền Nam,Cultivation,Lúa,Area_Harvested,2011_08_Phuluc_08_2011_f_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1221.0), np.float64(1220.985)]",1221.0,830e51eb-2513-4263-85f1-fe18ac65b1e6
2011,8,Miền Nam,Cultivation,Lúa,Area_Harvested,2011_08_Phuluc_08_2011_f_PL4.md,PL4,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1221.0), np.float64(1220.985)]",1220.985,704c528b-8bf8-4e0a-a58c-36458d4fbbfc
2011,9,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2011_09_Phuluc_09_2011_f_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(568.0), np.float64(568.026)]",568.0,6383919d-d694-4553-8960-7d028bf2831b
2011,9,Đồng bằng sông Cửu Long,Cultivation,Lúa,Area_Planted,2011_09_Phuluc_09_2011_f_PL4.md,PL4,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(568.0), np.float64(568.026)]",568.026,4192910d-e2f8-4373-abe8-a430ced09fb5
2011,10,Miền Bắc,Cultivation,Lúa,Area_Harvested,2011_10_Phuluc_10_2011_f_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(555.7), np.float64(555.725)]",555.7,6ae12244-5834-462d-b7b8-c71c4470201f
2011,10,Miền Bắc,Cultivation,Lúa,Area_Harvested,2011_10_Phuluc_10_2011_f_PL2.md,PL2,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(555.7), np.float64(555.725)]",555.725,95670762-ab16-4588-8a6d-915e9953fee5
2011,10,Miền Nam,Cultivation,Lúa,Area_Planted,2011_10_Phuluc_10_2011_f_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(682.5), np.float64(682.528)]",682.5,47003b5b-0bae-45d3-8d32-e871c07c9157
2011,10,Miền Nam,Cultivation,Lúa,Area_Planted,2011_10_Phuluc_10_2011_f_PL3.md,PL3,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(682.5), np.float64(682.528)]",682.528,0e6660a6-7563-41de-8d0e-cc690f28cde0
2011,10,Miền Nam,Cultivation,Lúa,Area_Planted,2011_10_Phuluc_10_2011_f_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(94.7), np.float64(94.727)]",94.7,190cd10d-6fd4-4f28-b87c-a4ae41532dc3
2011,10,Miền Nam,Cultivation,Lúa,Area_Planted,2011_10_Phuluc_10_2011_f_PL3.md,PL3,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(94.7), np.float64(94.727)]",94.727,80df110a-cbdb-4e9e-93c2-5f7985778112
2011,12,Miền Nam,Cultivation,Lúa,Area_Harvested,2011_12_Phuluc_12_2011_f_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(499.4), np.float64(499.41)]",499.4,1c2701c1-913b-409f-92e0-ecad69842fab
2011,12,Miền Nam,Cultivation,Lúa,Area_Harvested,2011_12_Phuluc_12_2011_f_PL3.md,PL3,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(499.4), np.float64(499.41)]",499.41,124549e6-8791-47bb-a9d6-9cbcc78c76ec
2011,12,Miền Nam,Cultivation,Lúa,Area_Planted,2011_12_Phuluc_12_2011_f_PL1.md,PL1,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1003.2), np.float64(1003.211)]",1003.2,275de464-8613-4aea-bfb2-250aa1c75bc4
2011,12,Miền Nam,Cultivation,Lúa,Area_Planted,2011_12_Phuluc_12_2011_f_PL3.md,PL3,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(1003.2), np.float64(1003.211)]",1003.211,fcebd9dc-4307-47a0-b97e-90b7b4611ab2
2012,12,Cả nước,Investment,TỔNG CỘNG : ( = A + B ),Value,,PL9,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(6838489.0), np.float64(3074489.0)]",6838489.0,d9177ba6-9e7c-4044-bab5-9b22d18333b2
2012,12,Cả nước,Investment,TỔNG CỘNG : ( = A + B ),Value,,PL9,VALUE_CONFLICT,"Matched keys but found multiple values: [np.float64(6838489.0), np.float64(3074489.0)]",3074489.0,37bc9da9-016e-446c-b804-8f2249cdb116
2010,4,Cả nước,Livestock,Tổng số Trâu,head,2010_06_Phuluc_06_2010_PL4.md,PL4,INVALID_ENUM,Value 'head' not in schema enums for 'attribute',2902109.0,2a0128c7-455d-4b75-9d15-bdb9975bae54
2010,4,Cả nước,Livestock,Tổng số Bò,head,2010_06_Phuluc_06_2010_PL4.md,PL4,INVALID_ENUM,Value 'head' not in schema enums for 'attribute',6019958.0,db371913-c6bf-4e14-9418-a871523f4e1a
2010,4,Cả nước,Livestock,Tổng số Lợn,head,2010_06_Phuluc_06_2010_PL4.md,PL4,INVALID_ENUM,Value 'head' not in schema enums for 'attribute',27313824.0,607ffa38-fe6b-472c-800a-f2aa11e67b4e
2010,4,Cả nước,Livestock,Lợn,head,2010_06_Phuluc_06_2010_PL4.md,PL4,INVALID_ENUM,Value 'head' not in schema enums for 'attribute',4190622.0,13a67ee0-056a-4335-880c-dc854cc71c7d
2010,4,Cả nước,Livestock,Tổng số Gia cầm,head,2010_06_Phuluc_06_2010_PL4.md,PL4,INVALID_ENUM,Value 'head' not in schema enums for 'attribute',277437.7,287f607d-1342-4c34-a045-51ea01c60dcf
2010,4,Cả nước,Livestock,Gà,head,2010_06_Phuluc_06_2010_PL4.md,PL4,INVALID_ENUM,Value 'head' not in schema enums for 'attribute',200832.0,450f3006-2b42-46ab-9133-4a931b91a5e0
2011,6,Cả nước,Livestock,Gia cầm,head,2011_06_Phuluc_06_2011_PL6.md,PL6,INVALID_ENUM,Value 'head' not in schema enums for 'attribute',50347.0,1f391b53-4eb7-4717-829f-d1cccf0bd9be
2011,6,Cả nước,Livestock,Gia cầm,head,2011_06_Phuluc_06_2011_PL6.md,PL6,INVALID_ENUM,Value 'head' not in schema enums for 'attribute',80762.0,9e98ee0c-9901-4062-8423-7d3eb19ee532
2011,6,Cả nước,Livestock,Gia súc,head,2011_06_Phuluc_06_2011_PL6.md,PL6,INVALID_ENUM,Value 'head' not in schema enums for 'attribute',140171.0,ff6a1c87-1ab5-404f-ac95-b7332adc2521
2011,6,Cả nước,Livestock,Trâu,head,2011_06_Phuluc_06_2011_PL6.md,PL6,INVALID_ENUM,Value 'head' not in schema enums for 'attribute',78277.0,5b30fb4f-ea95-486f-9606-be087b312baf
2011,6,Cả nước,Livestock,Bò,head,2011_06_Phuluc_06_2011_PL6.md,PL6,INVALID_ENUM,Value 'head' not in schema enums for 'attribute',17373.0,85cfd990-f5ce-4408-aadb-3da15f653c72
2011,6,Cả nước,Livestock,Lợn,head,2011_06_Phuluc_06_2011_PL6.md,PL6,INVALID_ENUM,Value 'head' not in schema enums for 'attribute',42897.0,39631d16-68f7-4597-a9ab-64eb73f572a1
2011,6,Cả nước,Livestock,Dê,head,2011_06_Phuluc_06_2011_PL6.md,PL6,INVALID_ENUM,Value 'head' not in schema enums for 'attribute',1624.0,1bf76f6e-81c1-4458-924f-00bc662ce15a
2011,6,Cả nước,Livestock,Gia súc,head,2011_06_Phuluc_06_2011_PL6.md,PL6,INVALID_ENUM,Value 'head' not in schema enums for 'attribute',38744.0,47a50198-fcc2-4f61-b026-a099cb22f622
2011,6,Cả nước,Livestock,Lợn,head,2011_06_Phuluc_06_2011_PL6.md,PL6,INVALID_ENUM,Value 'head' not in schema enums for 'attribute',14759.0,6eee744b-3924-45c3-8f62-fb9afd8fc5d1
2011,6,Cả nước,Livestock,Lợn,head,2011_06_Phuluc_06_2011_PL6.md,PL6,INVALID_ENUM,Value 'head' not in schema enums for 'attribute',14158.0,564bf5e6-ad6d-4503-b6e3-19930f579e10
2011,6,Đồng bằng sông Hồng,Livestock,Gia cầm,head,2011_06_Phuluc_06_2011_PL6.md,PL6,INVALID_ENUM,Value 'head' not in schema enums for 'attribute',14323.0,298f65db-71bb-4df8-87d3-ddd225115175
2011,6,Đồng bằng sông Hồng,Livestock,Gia cầm,head,2011_06_Phuluc_06_2011_PL6.md,PL6,INVALID_ENUM,Value 'head' not in schema enums for 'attribute',34802.0,f2982af9-5995-4ca2-b1be-edea26b189fa
2011,6,Đồng bằng sông Hồng,Livestock,Gia súc,head,2011_06_Phuluc_06_2011_PL6.md,PL6,INVALID_ENUM,Value 'head' not in schema enums for 'attribute',3200.0,5bdee594-69e9-4e58-a754-1401847c0704
2011,6,Đồng bằng sông Hồng,Livestock,Trâu,head,2011_06_Phuluc_06_2011_PL6.md,PL6,INVALID_ENUM,Value 'head' not in schema enums for 'attribute',2569.0,060a713c-6f4f-40f1-a059-9f35de9b971f
2011,6,Đồng bằng sông Hồng,Livestock,Bò,head,2011_06_Phuluc_06_2011_PL6.md,PL6,INVALID_ENUM,Value 'head' not in schema enums for 'attribute',134.0,5118ab21-d95d-4176-80ec-fc11c1b15723
