record_id,year,month,geo_level,location_name,region_id,sector,commodity,sub_item,attribute,value,unit,data_type,source_file
200906_Hà Tĩnh_RAU_DAU_AREA,2009,6,Provincial,Hà Tĩnh,,Cultivation,Rau đậu,,Area,3.0,ha,Actual,2009_06_PHULUC_T06_2009_PL3.md
200906_Quảng Bình_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Quảng Bình,,Cultivation,Cây công nghiệp ngắn ngày,,Area,12.0,ha,Actual,2009_06_PHULUC_T06_2009_PL3.md
200906_Quảng Bình_RAU_DAU_AREA,2009,6,Provincial,Quảng Bình,,Cultivation,Rau đậu,,Area,7.0,ha,Actual,2009_06_PHULUC_T06_2009_PL3.md
200906_Quảng Trị_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Quảng Trị,,Cultivation,Cây công nghiệp ngắn ngày,,Area,7.11,ha,Actual,2009_06_PHULUC_T06_2009_PL3.md
200906_Quảng Trị_RAU_DAU_AREA,2009,6,Provincial,Quảng Trị,,Cultivation,Rau đậu,,Area,2.0,ha,Actual,2009_06_PHULUC_T06_2009_PL3.md
200906_Thừa Thiên Huế_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Thừa Thiên Huế,,Cultivation,Cây công nghiệp ngắn ngày,,Area,9.08,ha,Actual,2009_06_PHULUC_T06_2009_PL3.md
200906_Thừa Thiên Huế_RAU_DAU_AREA,2009,6,Provincial,Thừa Thiên Huế,,Cultivation,Rau đậu,,Area,5.0,ha,Actual,2009_06_PHULUC_T06_2009_PL3.md
200906_D.H Nam Trg B_NGO_AREA,2009,6,Provincial,D.H Nam Trg B,,Cultivation,Ngô,,Area,142.113,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_TP Đà Nẵng_LUA_AREA,2009,6,Provincial,TP Đà Nẵng,,Cultivation,Lúa,,Area,4.004,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_TP Đà Nẵng_NGO_AREA,2009,6,Provincial,TP Đà Nẵng,,Cultivation,Ngô,,Area,3.751,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Quảng Nam_LUA_AREA,2009,6,Provincial,Quảng Nam,,Cultivation,Lúa,,Area,40.8,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Quảng Nam_NGO_AREA,2009,6,Provincial,Quảng Nam,,Cultivation,Ngô,,Area,34.5,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Quảng Ngãi_LUA_AREA,2009,6,Provincial,Quảng Ngãi,,Cultivation,Lúa,,Area,36.564,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Quảng Ngãi_NGO_AREA,2009,6,Provincial,Quảng Ngãi,,Cultivation,Ngô,,Area,29.364,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Bình Định_LUA_AREA,2009,6,Provincial,Bình Định,,Cultivation,Lúa,,Area,47.475,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Bình Định_NGO_AREA,2009,6,Provincial,Bình Định,,Cultivation,Ngô,,Area,41.098,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Phú Yên_LUA_AREA,2009,6,Provincial,Phú Yên,,Cultivation,Lúa,,Area,25.743,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Phú Yên_NGO_AREA,2009,6,Provincial,Phú Yên,,Cultivation,Ngô,,Area,23.5,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Khánh Hoà_LUA_AREA,2009,6,Provincial,Khánh Hoà,,Cultivation,Lúa,,Area,18.87,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Khánh Hoà_NGO_AREA,2009,6,Provincial,Khánh Hoà,,Cultivation,Ngô,,Area,9.9,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Kon Tum_LUA_AREA,2009,6,Provincial,Kon Tum,Central_Highlands,Cultivation,Lúa,,Area,6.924,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Gia Lai_LUA_AREA,2009,6,Provincial,Gia Lai,Central_Highlands,Cultivation,Lúa,,Area,23.395,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Gia Lai_NGO_AREA,2009,6,Provincial,Gia Lai,Central_Highlands,Cultivation,Ngô,,Area,10.87,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Đắc Lắc_LUA_AREA,2009,6,Provincial,Đắc Lắc,Central_Highlands,Cultivation,Lúa,,Area,28.242,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Đắc Lắc_NGO_AREA,2009,6,Provincial,Đắc Lắc,Central_Highlands,Cultivation,Ngô,,Area,17.988,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Đắc Nông_LUA_AREA,2009,6,Provincial,Đắc Nông,Central_Highlands,Cultivation,Lúa,,Area,3.836,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Đắc Nông_NGO_AREA,2009,6,Provincial,Đắc Nông,Central_Highlands,Cultivation,Ngô,,Area,6.5,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Lâm Đồng_LUA_AREA,2009,6,Provincial,Lâm Đồng,Central_Highlands,Cultivation,Lúa,,Area,9.857,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Lâm Đồng_NGO_AREA,2009,6,Provincial,Lâm Đồng,Central_Highlands,Cultivation,Ngô,,Area,5.235,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_TP Hồ Chí Minh_NGO_AREA,2009,6,Provincial,TP Hồ Chí Minh,Southeast,Cultivation,Ngô,,Area,6.5,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Ninh Thuận_LUA_AREA,2009,6,Provincial,Ninh Thuận,Southeast,Cultivation,Lúa,,Area,11.0,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Ninh Thuận_NGO_AREA,2009,6,Provincial,Ninh Thuận,Southeast,Cultivation,Ngô,,Area,12.4,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Bình Phước_LUA_AREA,2009,6,Provincial,Bình Phước,Southeast,Cultivation,Lúa,,Area,3.0,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Tây Ninh_LUA_AREA,2009,6,Provincial,Tây Ninh,Southeast,Cultivation,Lúa,,Area,42.124,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Tây Ninh_NGO_AREA,2009,6,Provincial,Tây Ninh,Southeast,Cultivation,Ngô,,Area,47.094,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Bình Dương_LUA_AREA,2009,6,Provincial,Bình Dương,Southeast,Cultivation,Lúa,,Area,2.612,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Bình Dương_NGO_AREA,2009,6,Provincial,Bình Dương,Southeast,Cultivation,Ngô,,Area,2.193,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Đồng Nai_LUA_AREA,2009,6,Provincial,Đồng Nai,Southeast,Cultivation,Lúa,,Area,15.874,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Đồng Nai_NGO_AREA,2009,6,Provincial,Đồng Nai,Southeast,Cultivation,Ngô,,Area,24.574,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Bình Thuận_LUA_AREA,2009,6,Provincial,Bình Thuận,Southeast,Cultivation,Lúa,,Area,23.787,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Bình Thuận_NGO_AREA,2009,6,Provincial,Bình Thuận,Southeast,Cultivation,Ngô,,Area,23.0,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Bà Rịa-V.Tàu_LUA_AREA,2009,6,Provincial,Bà Rịa-V.Tàu,Southeast,Cultivation,Lúa,,Area,5.128,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Bà Rịa-V.Tàu_NGO_AREA,2009,6,Provincial,Bà Rịa-V.Tàu,Southeast,Cultivation,Ngô,,Area,7.506,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Long An_LUA_AREA,2009,6,Provincial,Long An,Mekong_Delta,Cultivation,Lúa,,Area,248.968,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Long An_NGO_AREA,2009,6,Provincial,Long An,Mekong_Delta,Cultivation,Ngô,,Area,194.579,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Đồng Tháp_LUA_AREA,2009,6,Provincial,Đồng Tháp,Mekong_Delta,Cultivation,Lúa,,Area,207.203,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Đồng Tháp_NGO_AREA,2009,6,Provincial,Đồng Tháp,Mekong_Delta,Cultivation,Ngô,,Area,212.093,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_An Giang_LUA_AREA,2009,6,Provincial,An Giang,Mekong_Delta,Cultivation,Lúa,,Area,234.098,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_An Giang_NGO_AREA,2009,6,Provincial,An Giang,Mekong_Delta,Cultivation,Ngô,,Area,232.803,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Tiền Giang_LUA_AREA,2009,6,Provincial,Tiền Giang,Mekong_Delta,Cultivation,Lúa,,Area,82.747,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Tiền Giang_NGO_AREA,2009,6,Provincial,Tiền Giang,Mekong_Delta,Cultivation,Ngô,,Area,115.792,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Vĩnh Long_LUA_AREA,2009,6,Provincial,Vĩnh Long,Mekong_Delta,Cultivation,Lúa,,Area,67.56,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Vĩnh Long_NGO_AREA,2009,6,Provincial,Vĩnh Long,Mekong_Delta,Cultivation,Ngô,,Area,63.753,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Bến Tre_LUA_AREA,2009,6,Provincial,Bến Tre,Mekong_Delta,Cultivation,Lúa,,Area,21.13,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Bến Tre_NGO_AREA,2009,6,Provincial,Bến Tre,Mekong_Delta,Cultivation,Ngô,,Area,24.157,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Kiên Giang_LUA_AREA,2009,6,Provincial,Kiên Giang,Mekong_Delta,Cultivation,Lúa,,Area,277.144,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Kiên Giang_NGO_AREA,2009,6,Provincial,Kiên Giang,Mekong_Delta,Cultivation,Ngô,,Area,243.382,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Cần Thơ_LUA_AREA,2009,6,Provincial,Cần Thơ,Mekong_Delta,Cultivation,Lúa,,Area,90.11,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Cần Thơ_NGO_AREA,2009,6,Provincial,Cần Thơ,Mekong_Delta,Cultivation,Ngô,,Area,84.129,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Hậu Giang_LUA_AREA,2009,6,Provincial,Hậu Giang,Mekong_Delta,Cultivation,Lúa,,Area,81.171,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Hậu Giang_NGO_AREA,2009,6,Provincial,Hậu Giang,Mekong_Delta,Cultivation,Ngô,,Area,72.856,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Trà Vinh_LUA_AREA,2009,6,Provincial,Trà Vinh,Mekong_Delta,Cultivation,Lúa,,Area,56.053,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Trà Vinh_NGO_AREA,2009,6,Provincial,Trà Vinh,Mekong_Delta,Cultivation,Ngô,,Area,80.642,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Sóc Trăng_LUA_AREA,2009,6,Provincial,Sóc Trăng,Mekong_Delta,Cultivation,Lúa,,Area,138.622,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Sóc Trăng_NGO_AREA,2009,6,Provincial,Sóc Trăng,Mekong_Delta,Cultivation,Ngô,,Area,167.0,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_Bạc Liêu<br>_LUA_AREA,2009,6,Provincial,Bạc Liêu<br>,Mekong_Delta,Cultivation,Lúa,,Area,42.17,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_~~  Cà Mau~~_NGO_AREA,2009,6,Provincial,~~  Cà Mau~~,Mekong_Delta,Cultivation,Ngô,,Area,34.987,ha,Actual,2009_06_PHULUC_T06_2009_PL4.md
200906_TP Đà Nẵng_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,TP Đà Nẵng,South_Central_Coast,Cultivation,Cây công nghiệp ngắn ngày,,Area,1.235,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_TP Đà Nẵng_RAU_DAU_AREA,2009,6,Provincial,TP Đà Nẵng,South_Central_Coast,Cultivation,Rau đậu,,Area,80.0,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Quảng Nam_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Quảng Nam,South_Central_Coast,Cultivation,Cây công nghiệp ngắn ngày,,Area,9.21,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Quảng Nam_RAU_DAU_AREA,2009,6,Provincial,Quảng Nam,South_Central_Coast,Cultivation,Rau đậu,,Area,3.5,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Quảng Ngãi_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Quảng Ngãi,South_Central_Coast,Cultivation,Cây công nghiệp ngắn ngày,,Area,5.988,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Quảng Ngãi_RAU_DAU_AREA,2009,6,Provincial,Quảng Ngãi,South_Central_Coast,Cultivation,Rau đậu,,Area,1.521,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Bình Định_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Bình Định,South_Central_Coast,Cultivation,Cây công nghiệp ngắn ngày,,Area,13.109,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Bình Định_RAU_DAU_AREA,2009,6,Provincial,Bình Định,South_Central_Coast,Cultivation,Rau đậu,,Area,1.63,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Phú Yên_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Phú Yên,South_Central_Coast,Cultivation,Cây công nghiệp ngắn ngày,,Area,19.512,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Phú Yên_RAU_DAU_AREA,2009,6,Provincial,Phú Yên,South_Central_Coast,Cultivation,Rau đậu,,Area,1.98,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Khánh Hoà_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Khánh Hoà,South_Central_Coast,Cultivation,Cây công nghiệp ngắn ngày,,Area,17.226,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Khánh Hoà_RAU_DAU_AREA,2009,6,Provincial,Khánh Hoà,South_Central_Coast,Cultivation,Rau đậu,,Area,500.0,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Kon Tum_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Kon Tum,Central_Highlands,Cultivation,Cây công nghiệp ngắn ngày,,Area,2.404,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Kon Tum_RAU_DAU_AREA,2009,6,Provincial,Kon Tum,Central_Highlands,Cultivation,Rau đậu,,Area,57.0,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Gia Lai_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Gia Lai,Central_Highlands,Cultivation,Cây công nghiệp ngắn ngày,,Area,12.548,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Gia Lai_RAU_DAU_AREA,2009,6,Provincial,Gia Lai,Central_Highlands,Cultivation,Rau đậu,,Area,2.706,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Đắc Lắc_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Đắc Lắc,Central_Highlands,Cultivation,Cây công nghiệp ngắn ngày,,Area,12.714,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Đắc Lắc_RAU_DAU_AREA,2009,6,Provincial,Đắc Lắc,Central_Highlands,Cultivation,Rau đậu,,Area,7.529,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Đắc Nông_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Đắc Nông,Central_Highlands,Cultivation,Cây công nghiệp ngắn ngày,,Area,9.776,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Đắc Nông_RAU_DAU_AREA,2009,6,Provincial,Đắc Nông,Central_Highlands,Cultivation,Rau đậu,,Area,201.0,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Lâm Đồng_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Lâm Đồng,Central_Highlands,Cultivation,Cây công nghiệp ngắn ngày,,Area,1.348,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Lâm Đồng_RAU_DAU_AREA,2009,6,Provincial,Lâm Đồng,Central_Highlands,Cultivation,Rau đậu,,Area,396.0,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_TP Hồ Chí Minh_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,TP Hồ Chí Minh,Southeast,Cultivation,Cây công nghiệp ngắn ngày,,Area,3.3,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Ninh Thuận_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Ninh Thuận,Southeast,Cultivation,Cây công nghiệp ngắn ngày,,Area,1.362,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Ninh Thuận_RAU_DAU_AREA,2009,6,Provincial,Ninh Thuận,Southeast,Cultivation,Rau đậu,,Area,500.0,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Bình Phước_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Bình Phước,Southeast,Cultivation,Cây công nghiệp ngắn ngày,,Area,144.0,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Bình Phước_RAU_DAU_AREA,2009,6,Provincial,Bình Phước,Southeast,Cultivation,Rau đậu,,Area,145.0,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Tây Ninh_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Tây Ninh,Southeast,Cultivation,Cây công nghiệp ngắn ngày,,Area,32.615,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Tây Ninh_RAU_DAU_AREA,2009,6,Provincial,Tây Ninh,Southeast,Cultivation,Rau đậu,,Area,4.99,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Bình Dương_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Bình Dương,Southeast,Cultivation,Cây công nghiệp ngắn ngày,,Area,700.0,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Bình Dương_RAU_DAU_AREA,2009,6,Provincial,Bình Dương,Southeast,Cultivation,Rau đậu,,Area,64.0,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Đồng Nai_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Đồng Nai,Southeast,Cultivation,Cây công nghiệp ngắn ngày,,Area,8.872,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Đồng Nai_RAU_DAU_AREA,2009,6,Provincial,Đồng Nai,Southeast,Cultivation,Rau đậu,,Area,3.759,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Bình Thuận_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Bình Thuận,Southeast,Cultivation,Cây công nghiệp ngắn ngày,,Area,7.668,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Bình Thuận_RAU_DAU_AREA,2009,6,Provincial,Bình Thuận,Southeast,Cultivation,Rau đậu,,Area,3.178,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Bà Rịa-V.Tàu_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Bà Rịa-V.Tàu,Southeast,Cultivation,Cây công nghiệp ngắn ngày,,Area,674.0,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Bà Rịa-V.Tàu_RAU_DAU_AREA,2009,6,Provincial,Bà Rịa-V.Tàu,Southeast,Cultivation,Rau đậu,,Area,497.0,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Long An_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Long An,Mekong_Delta,Cultivation,Cây công nghiệp ngắn ngày,,Area,22.806,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Đồng Tháp_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Đồng Tháp,Mekong_Delta,Cultivation,Cây công nghiệp ngắn ngày,,Area,8.743,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Đồng Tháp_RAU_DAU_AREA,2009,6,Provincial,Đồng Tháp,Mekong_Delta,Cultivation,Rau đậu,,Area,438.0,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_An Giang_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,An Giang,Mekong_Delta,Cultivation,Cây công nghiệp ngắn ngày,,Area,422.0,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_An Giang_RAU_DAU_AREA,2009,6,Provincial,An Giang,Mekong_Delta,Cultivation,Rau đậu,,Area,1.09,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Vĩnh Long_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Vĩnh Long,Mekong_Delta,Cultivation,Cây công nghiệp ngắn ngày,,Area,1.541,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Vĩnh Long_RAU_DAU_AREA,2009,6,Provincial,Vĩnh Long,Mekong_Delta,Cultivation,Rau đậu,,Area,365.0,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Bến Tre_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Bến Tre,Mekong_Delta,Cultivation,Cây công nghiệp ngắn ngày,,Area,7.36,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Bến Tre_RAU_DAU_AREA,2009,6,Provincial,Bến Tre,Mekong_Delta,Cultivation,Rau đậu,,Area,128.0,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Cần Thơ_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Cần Thơ,Mekong_Delta,Cultivation,Cây công nghiệp ngắn ngày,,Area,8.124,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Cần Thơ_RAU_DAU_AREA,2009,6,Provincial,Cần Thơ,Mekong_Delta,Cultivation,Rau đậu,,Area,201.0,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Hậu Giang_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Hậu Giang,Mekong_Delta,Cultivation,Cây công nghiệp ngắn ngày,,Area,13.453,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Trà Vinh_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Trà Vinh,Mekong_Delta,Cultivation,Cây công nghiệp ngắn ngày,,Area,4.23,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Trà Vinh_RAU_DAU_AREA,2009,6,Provincial,Trà Vinh,Mekong_Delta,Cultivation,Rau đậu,,Area,426.0,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Sóc Trăng_CAY_CN_NGAN_NGAY_AREA,2009,6,Provincial,Sóc Trăng,Mekong_Delta,Cultivation,Cây công nghiệp ngắn ngày,,Area,13.054,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200906_Sóc Trăng_RAU_DAU_AREA,2009,6,Provincial,Sóc Trăng,Mekong_Delta,Cultivation,Rau đậu,,Area,1.193,ha,Actual,2009_06_PHULUC_T06_2009_PL5.md
200907_1. Thu hoạch lúa hè thu miền Nam_LUA_AREA,2009,7,Provincial,1. Thu hoạch lúa hè thu miền Nam,,Cultivation,Lúa,,Area,5700.0,ha,Actual,2009_07_PHULUC_T07_2009_PL1.md
200907_Trong đó: -  Đồng bằng sông Cửu Long_LUA_AREA,2009,7,Provincial,Trong đó: -  Đồng bằng sông Cửu Long,,Cultivation,Lúa,,Area,5479.0,ha,Actual,2009_07_PHULUC_T07_2009_PL1.md
200907_2. Gieo cấy lúa mùa cả nước_LUA_AREA,2009,7,Provincial,2. Gieo cấy lúa mùa cả nước,,Cultivation,Lúa,,Area,1.0904,ha,Actual,2009_07_PHULUC_T07_2009_PL1.md
200907_Chia ra:    -  Miền Bắc_LUA_AREA,2009,7,Provincial,Chia ra:    -  Miền Bắc,,Cultivation,Lúa,,Area,9022.0,ha,Actual,2009_07_PHULUC_T07_2009_PL1.md
200907_Trong đó: Đồng bằng sông Hồng_LUA_AREA,2009,7,Provincial,Trong đó: Đồng bằng sông Hồng,,Cultivation,Lúa,,Area,4345.0,ha,Actual,2009_07_PHULUC_T07_2009_PL1.md
200907_-  Miền Nam_LUA_AREA,2009,7,Provincial,-  Miền Nam,,Cultivation,Lúa,,Area,1882.0,ha,Actual,2009_07_PHULUC_T07_2009_PL1.md
200907_Trong đó: Đồng bằng sông Cửu Long_LUA_AREA,2009,7,Provincial,Trong đó: Đồng bằng sông Cửu Long,,Cultivation,Lúa,,Area,638.0,ha,Actual,2009_07_PHULUC_T07_2009_PL1.md
200907_3.1 Gieo trồng màu lương thực_LUA_AREA,2009,7,Provincial,3.1 Gieo trồng màu lương thực,,Cultivation,Lúa,,Area,1.3926,ha,Actual,2009_07_PHULUC_T07_2009_PL1.md
200907_Trong đó: - Ngô_LUA_AREA,2009,7,Provincial,Trong đó: - Ngô,,Cultivation,Lúa,,Area,8212.0,ha,Actual,2009_07_PHULUC_T07_2009_PL1.md
200907_- Khoai lang_LUA_AREA,2009,7,Provincial,- Khoai lang,,Cultivation,Lúa,,Area,1157.0,ha,Actual,2009_07_PHULUC_T07_2009_PL1.md
200907_- Sắn_LUA_AREA,2009,7,Provincial,- Sắn,,Cultivation,Lúa,,Area,4296.0,ha,Actual,2009_07_PHULUC_T07_2009_PL1.md
200907_3.2 Gieo trồng cây công nghiệp ngắn ngày_LUA_AREA,2009,7,Provincial,3.2 Gieo trồng cây công nghiệp ngắn ngày,,Cultivation,Lúa,,Area,5627.0,ha,Actual,2009_07_PHULUC_T07_2009_PL1.md
200907_Trong đó:  -  Lạc_LUA_AREA,2009,7,Provincial,Trong đó:  -  Lạc,,Cultivation,Lúa,,Area,2125.0,ha,Actual,2009_07_PHULUC_T07_2009_PL1.md
200907_-  Đậu tương_LUA_AREA,2009,7,Provincial,-  Đậu tương,,Cultivation,Lúa,,Area,1507.0,ha,Actual,2009_07_PHULUC_T07_2009_PL1.md
200907_-  Thuốc lá_LUA_AREA,2009,7,Provincial,-  Thuốc lá,,Cultivation,Lúa,,Area,192.0,ha,Actual,2009_07_PHULUC_T07_2009_PL1.md
200907_-  Mía (trồng mới)_LUA_AREA,2009,7,Provincial,-  Mía (trồng mới),,Cultivation,Lúa,,Area,1503.0,ha,Actual,2009_07_PHULUC_T07_2009_PL1.md
"200907_3.3 Gieo trồng rau, đậu các loại_LUA_AREA",2009,7,Provincial,"3.3 Gieo trồng rau, đậu các loại",,Cultivation,Lúa,,Area,5349.0,ha,Actual,2009_07_PHULUC_T07_2009_PL1.md
